endTime;valence;danceability
07/07/2022 0:26;0.885;0.811
07/07/2022 0:27;0.257;0.276
07/07/2022 0:28;0.926;0.697
07/07/2022 0:28;0.495;0.757
07/07/2022 0:29;0.885;0.667
07/07/2022 0:29;0.91;0.663
07/07/2022 0:30;0.33;0.476
07/07/2022 0:30;0.961;0.828
07/07/2022 0:30;0.343;0.612
07/07/2022 0:52;0.888;0.636
07/07/2022 0:55;0.774;0.693
07/07/2022 1:00;0.396;0.652
07/07/2022 1:00;0.419;0.258
07/07/2022 1:00;0.0911;0.427
07/07/2022 1:02;0.962;0.46
07/07/2022 1:03;0.636;0.679
07/07/2022 1:03;0.814;0.71
07/07/2022 1:08;0.303;0.526
07/07/2022 1:13;0.338;0.332
07/07/2022 1:18;0.862;0.728
07/07/2022 1:22;0.406;0.716
07/07/2022 1:25;0.788;0.768
07/07/2022 1:25;0.415;0.714
07/07/2022 1:28;0.962;0.46
07/07/2022 1:32;0.814;0.71
07/07/2022 1:35;0.636;0.679
07/07/2022 1:56;0.303;0.526
07/07/2022 1:56;0.406;0.716
07/07/2022 1:56;0.862;0.728
07/07/2022 1:56;0.636;0.679
07/07/2022 1:56;0.814;0.71
07/07/2022 1:57;0.59;0.258
07/07/2022 1:57;0.231;0.449
07/07/2022 1:57;0.48;0.603
07/07/2022 1:57;0.788;0.768
07/07/2022 1:57;0.677;0.521
07/07/2022 1:57;0.274;0.352
07/07/2022 1:57;0.415;0.714
07/07/2022 1:57;0.289;0.533
07/07/2022 2:01;0.911;0.853
07/07/2022 2:04;0.364;0.42
07/07/2022 2:05;0.847;0.679
07/07/2022 2:05;0.368;0.668
07/07/2022 2:05;0.609;0.742
07/07/2022 2:07;0.571;0.4
07/07/2022 2:08;0.513;0.673
07/07/2022 2:08;0.818;0.591
07/07/2022 2:08;0.0794;0.296
07/07/2022 2:08;0.0794;0.296
07/07/2022 2:08;0.545;0.377
07/07/2022 2:08;0.246;0.419
07/07/2022 2:09;0.513;0.673
07/07/2022 2:09;0.0794;0.296
07/07/2022 2:10;0.545;0.377
07/07/2022 2:11;0.516;0.617
07/07/2022 2:11;0.22;0.566
07/07/2022 2:12;0.446;0.615
07/07/2022 2:13;0.48;0.457
07/07/2022 18:41;0.888;0.636
07/07/2022 18:41;0.814;0.71
07/07/2022 18:44;0.962;0.46
07/07/2022 18:47;0.814;0.71
07/07/2022 18:51;0.636;0.679
07/07/2022 20:02;0.368;0.684
07/07/2022 20:07;0.349;0.376
07/07/2022 20:08;0.303;0.526
07/07/2022 20:08;0.571;0.556
07/07/2022 20:09;0.911;0.853
07/07/2022 20:09;0.39;0.415
07/07/2022 20:09;0.339;0.625
07/07/2022 20:09;0.814;0.71
07/07/2022 20:10;0.718;0.734
07/07/2022 20:13;0.711;0.783
07/07/2022 20:13;0.0675;0.233
07/07/2022 20:13;0.911;0.853
07/07/2022 20:16;0.751;0.776
07/07/2022 20:17;0.69;0.759
07/07/2022 20:19;0.894;0.597
07/07/2022 20:20;0.537;0.39
07/07/2022 20:21;0.654;0.722
07/07/2022 20:22;0.358;0.623
07/07/2022 20:24;0.632;0.454
07/07/2022 21:51;0.888;0.636
07/07/2022 21:55;0.888;0.636
07/07/2022 21:58;0.774;0.693
07/07/2022 22:00;0.419;0.258
07/07/2022 22:00;0.0911;0.427
07/07/2022 22:02;0.396;0.652
07/07/2022 22:05;0.962;0.46
07/07/2022 22:08;0.814;0.71
07/07/2022 22:15;0.636;0.679
07/07/2022 22:18;0.814;0.71
07/07/2022 22:19;0.303;0.526
07/07/2022 22:19;0.636;0.679
07/07/2022 22:21;0.862;0.728
07/07/2022 22:24;0.406;0.716
08/07/2022 3:16;0.303;0.526
08/07/2022 3:16;0.733;0.495
08/07/2022 3:16;0.822;0.419
08/07/2022 3:16;0.419;0.258
08/07/2022 3:16;0.888;0.636
08/07/2022 3:16;0.784;0.635
08/07/2022 3:16;0.0911;0.427
08/07/2022 3:16;0.652;0.593
08/07/2022 3:16;0.487;0.467
08/07/2022 3:16;0.416;0.574
08/07/2022 3:17;0.793;0.722
08/07/2022 3:19;0.637;0.691
08/07/2022 3:19;0.961;0.796
08/07/2022 3:19;0.817;0.675
08/07/2022 3:35;0.599;0.708
08/07/2022 17:52;0.599;0.708
08/07/2022 17:53;0.498;0.531
08/07/2022 17:54;0.238;0.489
08/07/2022 17:58;0.637;0.691
08/07/2022 18:00;0.302;0.241
08/07/2022 18:00;0.817;0.675
08/07/2022 18:01;0.299;0.617
08/07/2022 18:01;0.126;0.342
08/07/2022 18:01;0.461;0.539
08/07/2022 18:01;0.539;0.761
08/07/2022 18:01;0.637;0.691
08/07/2022 18:01;0.209;0.627
08/07/2022 18:01;0.474;0.582
08/07/2022 18:04;0.382;0.353
08/07/2022 18:04;0.514;0.684
08/07/2022 18:04;0.514;0.684
08/07/2022 18:04;0.514;0.684
08/07/2022 18:04;0.869;0.836
08/07/2022 18:04;0.869;0.836
08/07/2022 18:04;0.402;0.514
08/07/2022 18:04;0.248;0.248
08/07/2022 18:04;0.599;0.471
08/07/2022 18:04;0.599;0.471
08/07/2022 18:05;0.531;0.626
08/07/2022 18:05;0.531;0.626
08/07/2022 18:05;0.763;0.741
08/07/2022 18:05;0.616;0.384
08/07/2022 18:05;0.616;0.384
08/07/2022 18:05;0.427;0.737
08/07/2022 18:06;0.531;0.626
08/07/2022 18:06;0.514;0.684
08/07/2022 18:06;0.763;0.741
08/07/2022 18:06;0.616;0.384
08/07/2022 18:06;0.869;0.836
08/07/2022 18:06;0.869;0.836
08/07/2022 18:06;0.427;0.737
08/07/2022 18:06;0.427;0.737
08/07/2022 18:07;0.427;0.417
08/07/2022 18:07;0.576;0.786
08/07/2022 18:07;0.579;0.69
08/07/2022 18:07;0.894;0.656
08/07/2022 18:07;0.814;0.71
08/07/2022 18:08;0.25;0.272
08/07/2022 18:08;0.483;0.545
08/07/2022 18:08;0.857;0.68
08/07/2022 18:08;0.659;0.523
08/07/2022 18:08;0.972;0.69
08/07/2022 18:08;0.464;0.52
08/07/2022 18:08;0.579;0.69
08/07/2022 18:09;M;M
08/07/2022 18:09;M;M
08/07/2022 18:09;M;M
08/07/2022 18:09;M;M
08/07/2022 18:09;M;M
08/07/2022 18:09;M;M
08/07/2022 18:09;0.968;0.527
08/07/2022 18:09;0.888;0.767
08/07/2022 18:09;0.844;0.601
08/07/2022 18:09;0.585;0.744
08/07/2022 18:09;0.772;0.731
08/07/2022 18:09;0.963;0.618
08/07/2022 18:10;0.711;0.747
08/07/2022 18:10;0.755;0.74
08/07/2022 18:10;0.732;0.675
08/07/2022 18:10;0.457;0.528
08/07/2022 18:10;0.702;0.666
08/07/2022 18:10;0.294;0.348
08/07/2022 18:10;0.726;0.599
08/07/2022 18:10;0.509;0.804
08/07/2022 18:10;0.555;0.588
08/07/2022 18:10;0.27;0.593
08/07/2022 18:10;0.323;0.723
08/07/2022 18:10;0.551;0.542
08/07/2022 18:10;0.501;0.657
08/07/2022 18:10;0.668;0.587
08/07/2022 18:11;0.984;0.783
08/07/2022 18:11;0.78;0.737
08/07/2022 18:11;0.78;0.737
08/07/2022 18:11;0.893;0.492
08/07/2022 18:11;0.893;0.492
08/07/2022 18:14;0.666;0.699
08/07/2022 18:15;0.474;0.607
08/07/2022 18:15;0.384;0.598
08/07/2022 18:15;0.744;0.663
08/07/2022 18:15;0.665;0.709
08/07/2022 18:15;0.683;0.76
08/07/2022 18:19;0.905;0.633
08/07/2022 18:23;0.769;0.647
08/07/2022 18:25;0.868;0.673
08/07/2022 18:25;0.559;0.489
08/07/2022 18:29;0.789;0.64
08/07/2022 18:30;0.546;0.558
08/07/2022 18:30;0.461;0.617
08/07/2022 18:31;0.674;0.552
08/07/2022 18:31;0.226;0.242
08/07/2022 18:31;0.226;0.242
08/07/2022 18:34;0.226;0.242
08/07/2022 19:19;0.814;0.71
08/07/2022 19:22;0.396;0.652
08/07/2022 19:23;0.519;0.274
08/07/2022 20:10;0.962;0.46
08/07/2022 20:10;0.226;0.242
08/07/2022 20:14;0.483;0.545
08/07/2022 20:15;0.336;0.518
08/07/2022 20:15;0.379;0.278
08/07/2022 20:15;0.326;0.457
08/07/2022 20:15;0.585;0.744
08/07/2022 20:16;0.748;0.403
08/07/2022 20:16;0.485;0.631
08/07/2022 20:16;0.664;0.328
08/07/2022 20:16;0.246;0.634
08/07/2022 20:17;0.622;0.472
08/07/2022 20:17;0.806;0.645
08/07/2022 20:17;0.379;0.278
08/07/2022 20:17;0.847;0.455
08/07/2022 20:17;0.291;0.336
08/07/2022 20:17;0.301;0.376
08/07/2022 20:17;0.644;0.541
08/07/2022 20:17;0.503;0.342
08/07/2022 20:17;0.93;0.654
08/07/2022 20:18;0.692;0.617
08/07/2022 20:18;0.183;0.341
08/07/2022 20:19;0.257;0.276
08/07/2022 20:19;0.328;0.887
08/07/2022 20:20;0.497;0.65
08/07/2022 20:20;0.926;0.697
08/07/2022 20:20;0.862;0.59
08/07/2022 20:21;0.282;0.49
08/07/2022 20:21;0.732;0.671
08/07/2022 20:21;0.43;0.639
08/07/2022 20:21;0.523;0.68
08/07/2022 20:22;0.91;0.663
08/07/2022 20:22;0.926;0.697
08/07/2022 20:22;0.517;0.782
08/07/2022 20:22;0.752;0.75
08/07/2022 20:22;0.608;0.665
08/07/2022 20:22;0.862;0.59
08/07/2022 20:22;0.61;0.618
08/07/2022 20:22;0.596;0.61
08/07/2022 20:22;0.328;0.887
08/07/2022 20:22;0.696;0.767
08/07/2022 20:23;0.523;0.68
08/07/2022 20:23;0.445;0.301
08/07/2022 20:23;0.561;0.51
08/07/2022 20:23;0.499;0.576
08/07/2022 20:23;0.204;0.784
08/07/2022 20:24;0.968;0.788
08/07/2022 20:24;0.656;0.609
08/07/2022 20:24;0.405;0.641
08/07/2022 20:24;0.665;0.619
08/07/2022 20:24;0.669;0.586
08/07/2022 20:24;0.36;0.622
08/07/2022 20:24;0.771;0.806
08/07/2022 20:24;0.68;0.674
08/07/2022 20:24;0.694;0.579
08/07/2022 20:25;0.651;0.727
08/07/2022 20:25;0.961;0.597
08/07/2022 20:25;0.554;0.403
08/07/2022 20:25;0.78;0.494
08/07/2022 20:25;0.834;0.668
08/07/2022 20:25;0.213;0.521
08/07/2022 20:26;0.147;0.536
08/07/2022 20:26;0.196;0.578
08/07/2022 20:26;0.296;0.661
08/07/2022 20:27;0.255;0.573
08/07/2022 20:27;0.156;0.542
08/07/2022 20:27;0.407;0.517
08/07/2022 20:27;0.191;0.472
08/07/2022 20:27;0.191;0.61
08/07/2022 20:27;0.624;0.736
08/07/2022 20:27;0.163;0.504
08/07/2022 20:27;0.377;0.612
08/07/2022 20:28;0.39;0.642
08/07/2022 20:28;0.679;0.282
08/07/2022 20:28;0.599;0.708
08/07/2022 20:29;0.888;0.767
08/07/2022 20:29;0.659;0.523
08/07/2022 20:30;0.666;0.733
08/07/2022 20:30;0.396;0.446
08/07/2022 20:30;0.519;0.303
08/07/2022 20:30;0.309;0.617
08/07/2022 20:31;0.804;0.57
08/07/2022 20:31;0.862;0.728
08/07/2022 20:35;0.234;0.529
08/07/2022 20:43;0.584;0.624
08/07/2022 20:48;0.567;0.35
08/07/2022 20:53;0.564;0.59
08/07/2022 20:59;0.239;0.441
08/07/2022 21:04;0.671;0.608
08/07/2022 21:08;0.512;0.559
08/07/2022 21:12;0.365;0.428
08/07/2022 21:20;0.358;0.271
08/07/2022 21:24;0.314;0.395
08/07/2022 21:33;0.205;0.336
08/07/2022 21:38;0.328;0.433
08/07/2022 21:42;0.273;0.568
08/07/2022 21:46;0.681;0.449
08/07/2022 21:47;0.396;0.652
08/07/2022 21:47;0.267;0.455
08/07/2022 21:50;0.814;0.71
08/07/2022 21:53;0.789;0.64
08/07/2022 22:11;0.396;0.652
08/07/2022 22:14;0.962;0.46
08/07/2022 22:18;0.814;0.71
08/07/2022 22:20;0.303;0.526
08/07/2022 22:20;0.862;0.728
08/07/2022 22:20;0.636;0.679
08/07/2022 22:20;0.814;0.71
08/07/2022 22:21;0.406;0.716
08/07/2022 22:21;0.48;0.603
08/07/2022 22:21;0.788;0.768
08/07/2022 22:21;0.415;0.714
08/07/2022 22:25;0.289;0.533
08/07/2022 22:26;0.59;0.258
08/07/2022 22:26;0.677;0.521
08/07/2022 22:27;0.231;0.449
08/07/2022 22:27;0.274;0.352
08/07/2022 22:28;0.961;0.828
08/07/2022 22:28;0.257;0.276
08/07/2022 22:29;0.763;0.741
08/07/2022 22:29;0.402;0.514
08/07/2022 22:29;0.427;0.737
08/07/2022 22:33;0.763;0.741
08/07/2022 22:33;0.427;0.737
08/07/2022 22:34;0.514;0.684
08/07/2022 22:35;0.659;0.523
08/07/2022 22:35;0.579;0.69
08/07/2022 22:35;0.894;0.656
08/07/2022 22:38;0.396;0.652
08/07/2022 22:39;0.962;0.46
08/07/2022 22:42;0.303;0.526
08/07/2022 22:42;0.636;0.679
08/07/2022 22:42;0.814;0.71
08/07/2022 22:47;0.406;0.716
08/07/2022 22:47;0.48;0.603
08/07/2022 22:47;0.788;0.768
08/07/2022 22:47;0.415;0.714
08/07/2022 22:47;0.862;0.728
08/07/2022 22:52;0.289;0.533
09/07/2022 0:29;0.59;0.258
09/07/2022 0:31;0.962;0.46
09/07/2022 0:31;0.396;0.652
09/07/2022 0:34;0.814;0.71
09/07/2022 0:35;0.303;0.526
09/07/2022 0:35;0.406;0.716
09/07/2022 0:35;0.788;0.768
09/07/2022 0:35;0.862;0.728
09/07/2022 0:35;0.636;0.679
09/07/2022 0:36;0.59;0.258
09/07/2022 0:36;0.231;0.449
09/07/2022 0:36;0.48;0.603
09/07/2022 0:36;0.677;0.521
09/07/2022 0:36;0.274;0.352
09/07/2022 0:36;0.415;0.714
09/07/2022 0:36;0.289;0.533
09/07/2022 0:37;0.961;0.828
09/07/2022 0:37;0.257;0.276
09/07/2022 0:38;0.514;0.684
09/07/2022 0:38;0.763;0.741
09/07/2022 0:38;0.402;0.514
09/07/2022 0:38;0.579;0.69
09/07/2022 0:38;0.894;0.656
09/07/2022 0:38;0.427;0.737
09/07/2022 0:39;0.483;0.545
09/07/2022 0:39;0.857;0.68
09/07/2022 0:39;0.844;0.601
09/07/2022 0:39;0.585;0.744
09/07/2022 0:39;0.659;0.523
09/07/2022 0:39;0.509;0.804
09/07/2022 0:39;0.323;0.723
09/07/2022 0:39;0.551;0.542
09/07/2022 0:40;0.692;0.617
09/07/2022 0:40;0.868;0.673
09/07/2022 0:40;0.666;0.699
09/07/2022 0:40;0.984;0.783
09/07/2022 0:40;0.732;0.675
09/07/2022 0:40;0.847;0.455
09/07/2022 0:40;0.226;0.242
09/07/2022 0:40;0.485;0.631
09/07/2022 0:40;0.555;0.588
09/07/2022 0:40;0.893;0.492
09/07/2022 0:40;0.246;0.634
09/07/2022 0:40;0.789;0.64
09/07/2022 0:44;0.862;0.59
09/07/2022 0:46;0.523;0.68
09/07/2022 0:46;0.862;0.59
09/07/2022 0:46;0.596;0.61
09/07/2022 0:46;0.523;0.68
09/07/2022 0:49;0.524;0.631
09/07/2022 0:49;0.405;0.641
09/07/2022 0:49;0.433;0.635
09/07/2022 0:49;0.756;0.746
09/07/2022 0:50;0.472;0.289
09/07/2022 0:50;0.589;0.588
09/07/2022 0:50;0.714;0.527
09/07/2022 0:50;0.504;0.705
09/07/2022 0:50;0.965;0.74
09/07/2022 0:50;0.245;0.427
09/07/2022 0:51;0.714;0.527
09/07/2022 0:51;0.151;0.383
09/07/2022 0:51;0.736;0.801
09/07/2022 0:51;0.439;0.549
09/07/2022 0:51;0.615;0.656
09/07/2022 0:51;0.827;0.749
09/07/2022 0:51;0.794;0.55
09/07/2022 0:51;0.653;0.445
09/07/2022 0:51;0.267;0.491
09/07/2022 0:51;0.754;0.543
09/07/2022 0:51;0.434;0.354
09/07/2022 0:51;0.622;0.589
09/07/2022 0:51;0.509;0.551
09/07/2022 0:51;0.966;0.656
09/07/2022 0:51;0.961;0.764
09/07/2022 0:56;0.964;0.719
09/07/2022 1:00;0.868;0.701
09/07/2022 1:00;0.47;0.602
09/07/2022 1:00;0.249;0.463
09/07/2022 1:00;0.789;0.701
09/07/2022 1:00;0.385;0.543
09/07/2022 1:00;0.339;0.603
09/07/2022 1:04;0.493;0.699
09/07/2022 1:05;0.479;0.527
09/07/2022 1:05;0.583;0.58
09/07/2022 1:05;0.754;0.543
09/07/2022 1:05;0.212;0.609
09/07/2022 1:05;0.714;0.527
09/07/2022 1:05;0.918;0.554
09/07/2022 1:05;0.32;0.526
09/07/2022 1:09;0.399;0.572
09/07/2022 1:11;0.144;0.838
10/07/2022 0:36;0.396;0.652
10/07/2022 0:38;0.962;0.46
10/07/2022 0:43;0.636;0.679
10/07/2022 0:43;0.814;0.71
10/07/2022 0:44;0.303;0.526
10/07/2022 0:45;0.406;0.716
10/07/2022 0:45;0.788;0.768
10/07/2022 0:45;0.862;0.728
10/07/2022 0:46;0.48;0.603
10/07/2022 0:46;0.415;0.714
10/07/2022 0:50;0.289;0.533
10/07/2022 0:51;0.59;0.258
10/07/2022 0:51;0.231;0.449
10/07/2022 0:51;0.677;0.521
10/07/2022 0:51;0.274;0.352
10/07/2022 0:52;0.257;0.276
10/07/2022 0:56;0.453;0.449
10/07/2022 1:01;0.453;0.449
10/07/2022 1:06;0.953;0.702
10/07/2022 1:10;0.673;0.601
10/07/2022 1:14;0.336;0.738
10/07/2022 1:15;0.841;0.726
10/07/2022 1:17;0.648;0.709
10/07/2022 3:03;0.303;0.526
10/07/2022 3:03;0.963;0.681
10/07/2022 3:03;0.862;0.728
10/07/2022 3:04;0.406;0.716
10/07/2022 3:05;0.303;0.526
10/07/2022 4:59;0.962;0.46
10/07/2022 5:03;0.814;0.71
10/07/2022 5:06;0.303;0.526
10/07/2022 5:06;0.636;0.679
10/07/2022 5:07;0.59;0.258
10/07/2022 5:07;0.406;0.716
10/07/2022 5:07;0.48;0.603
10/07/2022 5:07;0.788;0.768
10/07/2022 5:07;0.415;0.714
10/07/2022 5:07;0.289;0.533
10/07/2022 5:07;0.862;0.728
10/07/2022 5:10;0.677;0.521
10/07/2022 5:15;0.59;0.258
10/07/2022 5:15;0.677;0.521
10/07/2022 5:15;0.274;0.352
10/07/2022 5:16;0.406;0.716
10/07/2022 5:16;0.48;0.603
10/07/2022 5:16;0.788;0.768
10/07/2022 5:16;0.415;0.714
10/07/2022 5:16;0.289;0.533
10/07/2022 5:17;0.303;0.526
10/07/2022 5:17;0.862;0.728
10/07/2022 5:17;0.636;0.679
10/07/2022 5:17;0.814;0.71
10/07/2022 5:18;0.962;0.46
10/07/2022 5:30;0.814;0.71
10/07/2022 5:31;0.756;0.746
10/07/2022 5:34;0.524;0.631
10/07/2022 5:34;0.433;0.635
10/07/2022 5:34;0.504;0.705
10/07/2022 5:34;0.965;0.74
10/07/2022 5:35;0.245;0.427
10/07/2022 5:39;0.434;0.354
10/07/2022 16:20;0.336;0.738
10/07/2022 16:25;0.953;0.702
10/07/2022 16:28;0.673;0.601
10/07/2022 16:32;0.336;0.738
10/07/2022 16:36;0.841;0.726
10/07/2022 16:36;0.511;0.679
10/07/2022 16:41;0.567;0.48
10/07/2022 16:41;0.567;0.48
10/07/2022 16:41;0.354;0.589
10/07/2022 16:45;0.567;0.48
10/07/2022 16:49;M;M
10/07/2022 16:56;M;M
10/07/2022 17:01;M;M
10/07/2022 17:05;0.336;0.738
10/07/2022 17:08;0.675;0.519
10/07/2022 17:12;0.754;0.543
10/07/2022 17:16;0.485;0.572
10/07/2022 17:28;0.435;0.489
10/07/2022 17:31;0.715;0.599
10/07/2022 17:34;0.972;0.66
10/07/2022 17:39;0.855;0.442
10/07/2022 17:42;0.264;0.262
10/07/2022 17:45;0.434;0.354
10/07/2022 17:48;0.337;0.628
10/07/2022 17:50;0.972;0.66
10/07/2022 17:53;0.265;0.453
10/07/2022 17:54;0.537;0.384
10/07/2022 19:14;0.537;0.384
10/07/2022 19:16;0.962;0.598
10/07/2022 19:18;0.663;0.64
10/07/2022 19:21;0.774;0.741
11/07/2022 16:35;0.774;0.741
11/07/2022 16:38;0.962;0.46
11/07/2022 16:41;0.303;0.526
11/07/2022 16:41;0.636;0.679
11/07/2022 16:41;0.814;0.71
11/07/2022 16:46;0.406;0.716
11/07/2022 16:46;0.788;0.768
11/07/2022 16:46;0.415;0.714
11/07/2022 16:46;0.862;0.728
11/07/2022 16:48;0.48;0.603
11/07/2022 16:49;0.289;0.533
11/07/2022 17:17;0.303;0.526
11/07/2022 17:17;0.406;0.716
11/07/2022 17:17;0.48;0.603
11/07/2022 17:17;0.788;0.768
11/07/2022 17:17;0.415;0.714
11/07/2022 17:17;0.289;0.533
11/07/2022 17:17;0.862;0.728
11/07/2022 17:20;0.862;0.728
11/07/2022 21:29;0.406;0.716
11/07/2022 21:29;0.48;0.603
11/07/2022 21:29;0.788;0.768
11/07/2022 21:29;0.415;0.714
11/07/2022 21:29;0.289;0.533
11/07/2022 21:29;0.862;0.728
11/07/2022 21:30;0.59;0.258
11/07/2022 21:30;0.231;0.449
11/07/2022 21:30;0.677;0.521
11/07/2022 21:30;0.274;0.352
11/07/2022 21:32;0.715;0.599
11/07/2022 21:32;0.655;0.744
11/07/2022 21:34;0.26;0.331
11/07/2022 21:34;0.6;0.795
11/07/2022 21:34;0.172;0.268
11/07/2022 21:34;0.358;0.497
11/07/2022 21:35;0.61;0.535
11/07/2022 21:35;0.393;0.545
11/07/2022 21:35;0.39;0.465
11/07/2022 21:36;0.576;0.518
11/07/2022 21:36;0.175;0.306
11/07/2022 21:40;0.374;0.222
11/07/2022 21:44;0.404;0.337
11/07/2022 21:49;0.51;0.429
11/07/2022 21:49;0.611;0.429
11/07/2022 21:49;0.395;0.406
11/07/2022 21:50;0.352;0.442
11/07/2022 21:50;0.195;0.316
11/07/2022 21:50;0.0383;0.135
11/07/2022 21:50;0.21;0.409
11/07/2022 21:51;0.838;0.818
11/07/2022 21:53;0.508;0.449
11/07/2022 21:53;0.427;0.31
11/07/2022 21:53;0.295;0.308
11/07/2022 21:53;0.17;0.212
11/07/2022 21:53;0.292;0.426
11/07/2022 21:55;0.61;0.535
11/07/2022 22:02;0.395;0.406
11/07/2022 22:04;0.51;0.429
12/07/2022 0:11;0.51;0.429
12/07/2022 0:22;0.611;0.429
12/07/2022 0:23;0.352;0.442
12/07/2022 0:23;0.195;0.316
12/07/2022 0:23;0.0383;0.135
12/07/2022 0:23;0.838;0.818
12/07/2022 0:23;0.21;0.409
12/07/2022 0:24;0.508;0.449
12/07/2022 0:24;0.427;0.31
12/07/2022 0:25;0.268;0.595
12/07/2022 0:25;0.295;0.308
12/07/2022 0:25;0.31;0.571
12/07/2022 0:25;0.17;0.212
12/07/2022 0:25;0.292;0.426
12/07/2022 0:25;0.327;0.507
12/07/2022 0:29;0.268;0.595
12/07/2022 0:29;0.462;0.215
12/07/2022 0:29;0.327;0.507
12/07/2022 0:30;0.328;0.46
12/07/2022 2:50;0.434;0.671
13/07/2022 16:55;0.16;0.327
13/07/2022 16:55;0.328;0.46
13/07/2022 16:56;0.277;0.382
13/07/2022 16:56;0.564;0.704
13/07/2022 16:56;0.579;0.589
13/07/2022 16:56;0.27;0.369
13/07/2022 16:57;0.455;0.395
13/07/2022 16:57;0.34;0.299
13/07/2022 16:57;M;M
13/07/2022 17:00;M;M
13/07/2022 17:01;0.31;0.638
13/07/2022 17:04;0.336;0.519
13/07/2022 17:05;0.267;0.261
13/07/2022 17:05;0.458;0.393
13/07/2022 17:05;0.695;0.671
13/07/2022 17:05;0.756;0.933
13/07/2022 17:05;0.537;0.49
13/07/2022 17:05;0.228;0.392
13/07/2022 17:09;0.601;0.563
13/07/2022 17:13;0.466;0.671
13/07/2022 17:15;0.473;0.693
13/07/2022 17:18;0.715;0.599
13/07/2022 17:18;0.655;0.744
14/07/2022 2:24;0.655;0.744
14/07/2022 2:28;0.6;0.795
14/07/2022 2:28;0.172;0.268
14/07/2022 2:29;0.952;0.74
14/07/2022 2:29;0.81;0.665
14/07/2022 2:34;0.81;0.665
14/07/2022 2:37;0.841;0.726
14/07/2022 2:40;0.673;0.601
14/07/2022 2:40;0.841;0.726
14/07/2022 2:40;0.952;0.74
14/07/2022 2:40;0.606;0.28
14/07/2022 2:40;0.81;0.665
14/07/2022 2:42;0.673;0.601
14/07/2022 2:46;0.673;0.601
14/07/2022 2:51;0.81;0.665
14/07/2022 2:54;0.841;0.726
14/07/2022 2:55;0.606;0.28
14/07/2022 3:33;0.433;0.635
14/07/2022 20:40;0.524;0.631
14/07/2022 20:40;0.868;0.701
14/07/2022 20:40;0.47;0.602
14/07/2022 20:40;0.789;0.701
14/07/2022 20:40;0.433;0.635
14/07/2022 20:40;0.504;0.705
14/07/2022 20:40;0.385;0.543
14/07/2022 20:41;0.249;0.463
14/07/2022 20:41;0.493;0.699
14/07/2022 20:41;0.965;0.74
14/07/2022 20:41;0.339;0.603
14/07/2022 20:41;0.245;0.427
14/07/2022 20:43;0.479;0.527
14/07/2022 20:43;0.472;0.289
14/07/2022 20:46;0.261;0.441
14/07/2022 21:02;0.794;0.55
14/07/2022 21:27;0.937;0.582
14/07/2022 23:01;0.824;0.588
14/07/2022 23:04;0.649;0.645
14/07/2022 23:04;0.536;0.749
14/07/2022 23:04;0.714;0.527
14/07/2022 23:06;0.536;0.749
14/07/2022 23:08;0.439;0.549
14/07/2022 23:08;0.439;0.549
14/07/2022 23:08;0.714;0.527
14/07/2022 23:09;0.439;0.549
14/07/2022 23:10;0.439;0.549
14/07/2022 23:11;0.793;0.621
14/07/2022 23:12;0.961;0.506
14/07/2022 23:14;0.675;0.673
14/07/2022 23:18;0.421;0.385
14/07/2022 23:22;0.383;0.398
14/07/2022 23:28;0.857;0.639
14/07/2022 23:32;0.888;0.636
14/07/2022 23:34;0.411;0.616
14/07/2022 23:39;0.912;0.667
14/07/2022 23:44;0.617;0.691
14/07/2022 23:49;0.962;0.72
14/07/2022 23:52;0.965;0.794
14/07/2022 23:57;0.252;0.713
15/07/2022 0:01;0.703;0.774
15/07/2022 0:05;0.936;0.803
15/07/2022 0:09;0.577;0.558
15/07/2022 0:10;0.952;0.727
15/07/2022 0:12;0.663;0.64
15/07/2022 0:14;0.774;0.741
15/07/2022 2:34;0.888;0.636
15/07/2022 2:37;0.962;0.598
15/07/2022 2:38;0.546;0.558
15/07/2022 2:41;0.814;0.71
15/07/2022 2:46;0.376;0.36
15/07/2022 2:49;0.808;0.704
15/07/2022 18:10;0.808;0.704
15/07/2022 18:11;0.62;0.626
15/07/2022 18:15;0.838;0.606
15/07/2022 18:16;0.226;0.242
15/07/2022 18:19;0.474;0.677
15/07/2022 18:23;0.861;0.815
15/07/2022 18:26;0.789;0.64
15/07/2022 18:27;0.935;0.705
16/07/2022 0:08;0.851;0.525
16/07/2022 0:08;0.935;0.705
16/07/2022 0:09;0.597;0.463
16/07/2022 0:13;0.659;0.523
16/07/2022 0:17;0.569;0.684
16/07/2022 0:26;0.434;0.671
16/07/2022 0:31;0.834;0.668
16/07/2022 0:31;0.434;0.671
16/07/2022 0:33;0.706;0.618
16/07/2022 0:36;0.834;0.668
16/07/2022 1:19;M;M
16/07/2022 1:22;0.834;0.668
16/07/2022 1:23;0.228;0.602
16/07/2022 1:26;0.706;0.618
16/07/2022 1:26;0.464;0.76
16/07/2022 1:30;0.387;0.486
16/07/2022 1:34;0.425;0.592
16/07/2022 1:38;0.928;0.77
16/07/2022 1:38;0.961;0.481
16/07/2022 1:42;0.0892;0.339
16/07/2022 1:44;0.947;0.812
16/07/2022 20:29;0.387;0.486
16/07/2022 20:29;0.387;0.486
16/07/2022 20:30;0.928;0.77
16/07/2022 20:34;0.961;0.612
16/07/2022 20:34;0.387;0.486
